time,fx,fy,fz,tx,ty,tz,
0.00042299999999999998,-0.00029570649394376942,-7.4863438439098928e-05,1.112141327713782e-06,0.00088458136784218266,-0.0039699635688541625,0.0027567359726606258,
0.0018600000000000001,-0.0015957184474054004,-0.00078339994794451862,6.6792814319385708e-06,0.0085985147616697011,-0.020629689570587802,0.0058215919865668266,
0.002637,0.026956277600391976,-0.034894203000815249,0.00022310565009111448,0.010095949657814046,-0.019376351954657287,0.0058104904705998991,
0.0032910000000000001,0.024660694102240654,-0.037474652981301038,0.00023264441314124049,0.034346272515462156,-0.046150319730884723,0.0072873462174194298,
0.0047070000000000002,0.021376457995817538,-0.042102683253591344,0.00024625443512416994,0.067806349976755803,-0.079494816395772355,0.007431524557922487,
0.0061440000000000002,0.017084054883514783,-0.049369123955496086,0.00026245099688469405,0.10770489260498961,-0.11592111288301152,0.0070026654353595964,
0.0065830000000000003,0.087716337625246013,-0.23103576147135829,0.00065117123242818681,0.11567986008593892,-0.11282054965013236,0.0069479704488148572,
0.0076,0.082395512261181511,-0.24308022043705257,0.00067118880830222515,0.16857232969382685,-0.14981409605072565,0.0063480055604264347,
0.0090209999999999995,0.076097103271164618,-0.25915112292721787,0.00069616681162294996,0.22073419791553253,-0.18463820792476973,0.0062716757864225217,
0.010447,0.068815635950153622,-0.27768203188674079,0.00072244171979953247,0.26084609852633556,-0.216447417362685,0.0062311523537017816,
0.010529,0.17890569581274016,-0.66016431864232494,0.0013992732935227492,0.27763664654093001,-0.21161478594115232,0.0061180977909508945,
0.011906,0.17062609677506174,-0.68119647830058305,0.0014381279535527899,0.3083097492871123,-0.23964888372353874,0.0060534377770060759,
0.013346,0.1613390517193497,-0.70473263524448093,0.001480144132406488,0.33138726013636116,-0.26445188646008572,0.0061214221536540856,
0.014463,0.30981726644829782,-1.2757329863388787,0.002400115090371557,0.35645353708943661,-0.25793412938836879,0.0059535085968973733,
0.014782,0.29953990255616969,-1.3016763361317718,0.002444605670317612,0.37373665339614504,-0.27911867517231426,0.0056927087617820952,
0.016187,0.28831703944343257,-1.3298965828507736,0.0024935449175697106,0.38668776087709167,-0.29727562548832515,0.0059823960246125612,
0.017631000000000001,0.27611367471622295,-1.3604934824974233,0.0025443775783385129,0.39631074199243221,-0.31224604271312473,0.0057942815470840951,
0.018404,0.45916273449915446,-2.1719326852426359,0.0041105536203709858,0.43193202976620021,-0.30421084811731874,0.0055571827075919147,
0.019039,0.44599785195716668,-2.2047641894401426,0.0041654179098924394,0.4390410621107827,-0.31706487338708111,0.0054069719459969631,
0.020483000000000001,0.43188829485371943,-2.2398450304021065,0.004224614412948054,0.44430938071362647,-0.3277058147383653,0.0057378988277930823,
0.021916000000000001,0.41683627509047461,-2.2770914976824503,0.004285345733862295,0.44853179522667735,-0.33685495100084717,0.0059116730410552782,
0.022335000000000001,0.62972586398259733,-3.4134032903109262,0.0050637118326520673,0.49841455511963945,-0.32750957263055203,0.0055820111040913263,
0.023328999999999999,0.61371818833307346,-3.4527520987995697,0.0051516215453777979,0.5017281885995174,-0.33495910469448187,0.005416432413182533,
0.024771999999999999,0.59674912436756788,-3.4940948711803923,0.005229410622306252,0.50404925106297815,-0.34151079489404301,0.005428986993365372,
0.026239999999999999,0.57889651942699616,-3.5376092649971582,0.0053085913110242225,0.5057213290216489,-0.34671847776268344,0.0056976344458465047,
0.02631,0.81970107817220361,-5.1609457351519161,0.0062072665581423513,0.57698389155762231,-0.33614769955267954,0.0052301237264967479,
0.027675000000000002,0.80094461175090048,-5.2064493268598362,0.0062832744088963544,0.57815459820216031,-0.34025790797212402,0.0049208620857266617,
0.029064,0.78128911395478495,-5.2537246774901067,0.0063743936603691334,0.57900117128291606,-0.34395982241965789,0.0051295416399760943,
0.030227,1.0440585010839019,-7.6312249649454831,0.0081729745743348518,0.68337066499220811,-0.33242506663443833,0.0044497268646959669,
0.030506999999999999,1.0234633054116811,-7.6804458623795195,0.0082568718987373196,0.6841896136453598,-0.33548019179290611,0.0042235686495379395,
0.031935999999999999,1.0019954923041152,-7.7314243354465617,0.0083568333991746457,0.68486451377976543,-0.338097396270226,0.0042664052815828829,
0.033371999999999999,0.97970667217881224,-7.7841575159917653,0.008452400097839716,0.68512057314019603,-0.34002366479496871,0.0041653692201868864,
0.034148999999999999,1.2606405383570225,-11.452786292894348,0.010468913668956798,0.84616906257390501,-0.32769157128665277,0.003123147267883165,
0.034789,1.2375432307210679,-11.506956367765232,0.010602988220995688,0.84660827776977832,-0.32918541084792563,0.0028552931499237159,
0.036228000000000003,1.2135526570743411,-11.562876637327935,0.010701863249658727,0.8467033211882169,-0.33058354179242216,0.002916048126991283,
