time,ax,ay,az,fx,fy,fz,tx,ty,tz,
0.0018600000000000001,0.17263837679916444,10.779198404802216,-0.70898845344727657,-9.2663276887288824,0.11816545978759752,0.17816715415134501,-0.0069282483003750839,-0.40376920921099702,0.0078082732607092998,
0.0032910000000000001,0.17263458795793948,11.810678016631403,-0.70898472638136556,-9.2586734369292554,0.59436077648104901,0.17677446968755456,-0.027778149936465348,-0.40360862116074325,0.0085474114495316198,
0.0047070000000000002,0.17263079911671453,12.842157628460591,-0.70898099931545455,-9.258492075615294,1.0718590526709677,0.17614207699165599,-0.048947082737684749,-0.40377884466287028,0.0088281940667272307,
0.0061440000000000002,0.17262701027548957,13.873637240289778,-0.70897727224954354,-9.262958632131145,1.5445547298257103,0.17209004617847037,-0.069540907896017592,-0.40375106655147175,0.0088932963398707602,
0.0065830000000000003,-9.3494978620382199,-0.49594147125477583,-0.17683674672265826,-9.2629621644523539,2.5061989619135741,0.17209352090680707,-0.11175592996460618,-0.40375122258877699,0.009162484794383273,
0.0076,-9.3495016508794446,0.53553814057441151,-0.17683301965674725,-9.2712132232170177,2.7714113969542185,0.16959670223157511,-0.12385113216170285,-0.40419900664279496,0.0091118444779973735,
0.0090209999999999995,-9.3495054397206694,1.5670177524035989,-0.17682929259083624,-9.2740915579294931,3.0953106970039137,0.16925375452809877,-0.13843983236651444,-0.40429537135985105,0.0092024041539574709,
0.010447,-9.3495054397206694,1.5670177524035989,-0.17682923081552229,-9.2754771957536963,2.636215419409861,0.16684780534942356,-0.11861121401734018,-0.40444748612462422,0.0090697236273198593,
0.010529,-9.5026891056908216,0.44782986571057815,-0.1576868662557637,-9.2754771957536963,2.636215419409861,0.16684786294229662,-0.11861121401420749,-0.40444748614074588,0.0090697236273198593,
0.011906,-9.5026891056908216,0.44782986571057815,-0.15768680448044975,-9.2754848757407284,2.288036341226042,0.17064354272235061,-0.10357457608553425,-0.40433047813051537,0.0089541233980083446,
0.013346,-9.5026891056908216,0.44782986571057815,-0.1576867427051358,-9.2778903497996996,2.011138442594131,0.17284920798467712,-0.091775068135322782,-0.40454232074568203,0.0089011224390051612,
0.014463,-9.5743719072842879,0.057345978964127964,-0.15089309120911371,-9.2778903497996996,2.011138442594131,0.17284926557755018,-0.091775068132190094,-0.40454232076180369,0.0089011224390051612,
0.014782,-9.5743719072842879,0.057345978964127964,-0.15089302943379976,-9.2807000118377942,1.7868986341291708,0.1737925097291981,-0.082244626354737671,-0.40464972311933783,0.0087605457835156428,
0.016187,-9.5743719072842879,0.057345978964127964,-0.15089296765848581,-9.282253630012141,1.6025944455915377,0.17464969729538579,-0.074339363417798648,-0.40485818074129803,0.0087886946841428896,
0.017631000000000001,-9.5743719072842879,0.057345978964127964,-0.15089290588317186,-9.2839072983449586,1.4460573963357293,0.17466091571028203,-0.067716270854738969,-0.40481270242950224,0.0087115141069111536,
0.018404,-9.6107515139840434,-0.14109059337332014,-0.15918374467150789,-9.2839072983449586,1.4460573963357293,0.17466097330315508,-0.067716270851606281,-0.4048127024456239,0.0087115141069111536,
0.019039,-9.6107515139840434,-0.14109059337332014,-0.15918368289619395,-9.2863388591679392,1.3122406325778431,0.17467050033635087,-0.06207794233473872,-0.40492047887952759,0.0086196069988950675,
0.020483000000000001,-9.6107515139840434,-0.14109059337332014,-0.15918399198937441,-9.287445997400992,1.1963246307802948,0.17472200232562504,-0.057215059172893393,-0.40493514398083186,0.0086856809111525383,
0.021916000000000001,-9.6107515139840434,-0.14109059337332014,-0.15918430108255488,-9.2881883348225696,1.0952575127029234,0.17428263359438984,-0.052862712247150168,-0.40505526212436493,0.0087632697526480209,
0.022335000000000001,-9.6255018162444923,-0.25602539269622654,-0.14330521854604192,-9.2881883348225696,1.0952575127029234,0.17428234542807924,-0.052862712262824609,-0.40505526204369996,0.0087632697526480209,
0.023328999999999999,-9.6255018162444923,-0.25602539269622654,-0.14330552763922239,-9.2901045085933056,1.0060318684690315,0.17778348417593218,-0.048966454025422837,-0.40508358668470767,0.0087433163992432644,
