time,fx,fy,fz,tx,ty,tz,
0.00042299999999999998,-9.1060147952516264,9.2060057031692075,-0.5020484415349773,-0.40469444454383552,-0.39729554461066496,0.010749827249842074,
0.0018600000000000001,-9.1060147288811457,9.2052509970276013,-0.50204776461029055,-0.3963161708578079,-0.39726344545454312,0.010108042617800777,
0.002637,-9.1350719126801021,9.1404698577372869,-0.50137525059703347,-0.39347231999980475,-0.39853920920818192,0.010091489285123342,
0.0032910000000000001,-9.135067942320596,9.137807790723727,-0.50137436374461408,-0.36828577308375526,-0.39846517686951605,0.010325236483459597,
0.0047070000000000002,-9.1350648637737066,9.1330631896169745,-0.50137312687524727,-0.33384690801218797,-0.39843576459538588,0.010108046932477249,
0.0061440000000000002,-9.1350692885127422,9.1256448775741514,-0.50137307845273682,-0.29306204598721086,-0.39835281007416501,0.0095743282289896172,
0.0065830000000000003,-9.2069515332676062,9.0573043767472399,-0.49955117813532807,-0.2900618809096111,-0.40150886435565619,0.0095591079555521676,
0.0076,-9.2069727837876023,9.0450725042342022,-0.49955113169594556,-0.23643023429794457,-0.40171987314420388,0.0089289567370261416,
0.0090209999999999995,-9.2069873118684669,9.0287797911012007,-0.499549853462528,-0.18368509642038358,-0.40175268065067177,0.0088440666520578828,
0.010447,-9.2070004612174241,9.0099928777938878,-0.499551017309246,-0.14312369366019709,-0.40186637625794036,0.0088010744537748032,
0.010529,-9.3190565135557666,8.9766388722495734,-0.49671756815040413,-0.14165933871982481,-0.40678629564158658,0.008797832977066886,
0.011906,-9.3190642861197883,8.9553160820659095,-0.49670997466560352,-0.11064318204905801,-0.40661133996411952,0.008732458427328926,
0.013346,-9.3190937088785688,8.9314555663253898,-0.49670298842868932,-0.087307500786756601,-0.40687375209701643,0.008800239839361566,
0.014463,-9.4702073989698672,8.8873854990601355,-0.49285167840988314,-0.085372668230890889,-0.41350853983355329,0.0087961231585070594,
0.014782,-9.4702490922835771,8.8610846344872112,-0.49284597187533902,-0.067896213107627196,-0.41363734261429302,0.0085352652325081969,
0.016187,-9.4702851878961543,8.8324749868683625,-0.49283948483192519,-0.054801204033399359,-0.41394916166940587,0.0088249359320525089,
0.017631000000000001,-9.4703295274831447,8.8014564060803746,-0.49283486992914755,-0.045070333118976208,-0.41380849719496982,0.0086368166004438321,
0.018404,-9.6566276921131387,8.7501959759087757,-0.48841274312523641,-0.042819821211120476,-0.4219880009282746,0.0086326009710054816,
0.019039,-9.6566926610306023,8.7169119811280957,-0.48840776223925497,-0.03563051702455438,-0.42215940240278527,0.0084823888276108639,
0.020483000000000001,-9.6567433779945926,8.6813476048611058,-0.48840220337962426,-0.030302059975542514,-0.4221380166636885,0.0088133153306778102,
0.021916000000000001,-9.6567926641346666,8.6435875005980876,-0.48839882874476465,-0.026034771215446909,-0.42236083089347615,0.0089870894279527047,
0.022335000000000001,-9.8734759372712073,8.5894805549804278,-0.48203212278773538,-0.023659194922472593,-0.43187474876440751,0.0089837297461546877,
0.023328999999999999,-9.8735585995007877,8.5495891918038289,-0.48200522965659121,-0.020312175102302384,-0.43187796024847547,0.0088181510054371678,
0.024771999999999999,-9.8736679857497887,8.5076749698765788,-0.48199218853110815,-0.017966126188639926,-0.43220046498024223,0.0088307055799273504,
0.026239999999999999,-9.8737179630729841,8.4635604231569292,-0.48198154492583717,-0.016275325073516152,-0.43219270451247072,0.0090993530431877807,
0.02631,-10.118794054541368,8.4023213326209962,-0.47463065371407959,-0.013586602643726062,-0.44295330853484544,0.0090955412861660149,
0.027675000000000002,-10.118836934593951,8.3561904758319763,-0.47462687750749055,-0.012401979003766392,-0.44272094802839884,0.0087862796203903391,
0.029064,-10.118908891695337,8.3082626398703283,-0.47461155570325936,-0.01154511039933122,-0.44282318629343426,0.0089949591927810466,
0.030227,-10.386339436576698,8.2466620386200855,-0.4671492300351387,-0.008840512021663317,-0.45456515518858487,0.0089922621813051853,
0.030506999999999999,-10.386454129057832,8.1967630089403993,-0.46714482846924799,-0.0080138496016849102,-0.45461381862587907,0.0087661039500394455,
0.031935999999999999,-10.386564488640527,8.1450819507428029,-0.46712801510139973,-0.007333195414899206,-0.45472615484033929,0.0088089405906257266,
0.033371999999999999,-10.386624961744154,8.0916224545515956,-0.4671192574903002,-0.0070728397045787383,-0.45456416700240043,0.0087079045246525131,
0.034148999999999999,-10.6725322422172,8.0383487619568506,-0.45894211948315061,-0.0047337437433089755,-0.46711744251178733,0.0087085434410947953,
0.034789,-10.672554355041022,7.9834299710915149,-0.45889845524787864,-0.0042913308870467411,-0.46687423630062075,0.0084406893136114644,
0.036228000000000003,-10.672619500256594,7.9267389921122096,-0.45889363870588218,-0.0041938968427002836,-0.46682339717681248,0.0085014443040678581,
0.037664000000000003,-10.672666405947627,7.8686082960178325,-0.45887841144503905,-0.0040227620221018074,-0.4667793564330871,0.0090921766340326792,
0.038102999999999998,-10.971707323174856,7.8157570629855595,-0.45001355639359475,-0.0017021741211984643,-0.47990937534481204,0.0090936481945655036,
0.039105000000000001,-10.971764323388667,7.7561364990285524,-0.45000818225671324,-0.0017457629056229548,-0.48001320382551582,0.0088700855364024726,
0.040536999999999997,-10.971901992676894,7.695050803967729,-0.45000708217475538,-0.0015151739067342466,-0.48015316200528957,0.0090056840149473072,
0.041958000000000002,-10.97189850782309,7.6325653873951129,-0.45001242540894915,-0.0015060884585331663,-0.48002065397587035,0.0084504743040250442,
