time,ax,ay,az,fx,fy,fz,tx,ty,tz,
0.0018600000000000001,-9.8345430425009699,1.0789817386394982,-0.13651383740971745,-9.2663193493632257,0.1117856790377233,0.17970955343302411,-0.0069054939950394523,-0.40376813521425975,0.0078082528789099803,
0.0032910000000000001,-9.8345468313421947,2.1104613504686855,-0.13651011034380645,-9.2585757318711703,0.585620132201222,0.17750771933718526,-0.027466533063324881,-0.40360710549280493,0.008640500914762355,
0.0047070000000000002,-9.8345506201834194,3.1419409622978729,-0.13650638327789544,-9.2584242927063425,1.0522624591614385,0.17661566370162723,-0.047800986979568499,-0.40378093988172942,0.0088746390348584964,
0.0061440000000000002,-9.8345544090246442,4.1734205741270607,-0.13650265621198443,-9.2630201777979213,1.5027950543915374,0.17234259211337083,-0.066721274725806939,-0.40375156844180909,0.0087650923426435632,
0.0065830000000000003,-9.834539332542704,0.054625592859593119,-0.089081425505855974,-9.2630237101191302,2.4644392864794011,0.17234606684170753,-0.10893629679439554,-0.40375172447911434,0.009034280797156076,
0.0076,-9.8345431213839287,1.0861052046887805,-0.089077698439944966,-9.2715803386062898,2.6747794675718826,0.16973684796285299,-0.11706774861671841,-0.40422788371217833,0.0087666317667925101,
0.0090209999999999995,-9.8345469102251535,2.1175848165179678,-0.089073971374033958,-9.2745518073752216,2.9326438521017595,0.16936135000523217,-0.12691103818146049,-0.40432801361987697,0.0088680914464860025,
0.010447,-9.8345469102251535,2.1175848165179678,-0.089073909598720011,-9.2759690757685505,2.4203204971361418,0.16687007779804403,-0.10334855694048548,-0.40449472425158772,0.0087779395226528969,
0.010529,-9.7900440308743999,1.0041389074632372,-0.094891616408874502,-9.2759690757685505,2.4203204971361418,0.16687013539091708,-0.10334855693735279,-0.40449472426770938,0.0087779395226528969,
0.011906,-9.7900440308743999,1.0041389074632372,-0.094891554633560554,-9.2759076821003141,2.0281571329795702,0.17078961743524121,-0.085304701893334139,-0.40435020638746055,0.0086961645264737875,
0.013346,-9.7900440308743999,1.0041389074632372,-0.094891492858246607,-9.2785555264774988,1.7148011449218525,0.17306396073364724,-0.071164869215850773,-0.40460588135217118,0.0087258454887791555,
0.014463,-9.7958717108070701,0.59376975976320723,-0.096878905332728846,-9.2785555264774988,1.7148011449218525,0.1730640183265203,-0.071164869212718085,-0.40460588136829284,0.0087258454887791555,
0.014782,-9.7958717108070701,0.59376975976320723,-0.096878843557414898,-9.2817081001558179,1.4615868305263238,0.17402734671737208,-0.059866818293139376,-0.40473373573871507,0.0085237849816916702,
