time,fx,fy,fz,tx,ty,tz,
0.001436,-0.10232230838716561,-1.848981126283868,0.29072552303201749,0.080311846689952837,-0.0026509071904440851,0.0077328736775925024,
0.0028969999999999998,-0.10879969287876179,-2.8260086848573938,0.27664836540460858,0.12270824882502199,-0.0030164567931179609,0.007291308285506358,
0.0043239999999999997,-0.11253986600683241,-3.800308394204631,0.28078520972516663,0.16540761761100259,-0.0030314893465095416,0.0069430309705107423,
0.0052040000000000003,-0.11476252321958214,3.846498310299499,0.26153337708051827,-0.17027902353153535,-0.0031236722488471313,0.0090836842415118989,
0.0057489999999999998,-0.11972651185295113,2.3878748535378915,0.25664119645553557,-0.10589102450959677,-0.003543897135551255,0.0086633545076790011,
0.0071799999999999998,-0.12577497432584295,1.1166428094953371,0.25777694777242932,-0.049764811969294775,-0.003837191464504508,0.0080476461074255809,
0.0085979999999999997,-0.13345253493386444,-0.072545459218605224,0.25624080175531838,0.0027998530147281264,-0.0041997289901311019,0.007557053251369527,
0.0091409999999999998,-0.13237201248117714,3.8526807588074083,0.25591406804802469,-0.16951286277090158,-0.0041522038963968666,0.0086557634297050705,
0.010023000000000001,-0.13593206118828327,2.714700278685001,0.25994216495216393,-0.11883879192539012,-0.0043109456265318924,0.00805807846800961,
0.011448,-0.14569704744487844,1.8627789292878356,0.27217407133710669,-0.0813230174832556,-0.0045613310453704314,0.0077082342401450519,
0.012886,-0.16226884235731376,1.1744247615278542,0.27888082629868194,-0.050004439359206565,-0.0054199650541846833,0.0072747335582315749,
0.013103999999999999,-0.16190186091380454,2.5157702820255068,0.2795008691196722,-0.10888785661545573,-0.0054040285768005014,0.0076501897425587115,
0.014319,-0.17269623202906104,1.968436524353411,0.28616481833960078,-0.084333647670135056,-0.0059549871836742096,0.007301951769452089,
0.015737999999999999,-0.17161755197317596,1.5217461970461024,0.29356523564676151,-0.064538915329683033,-0.0057176231624298524,0.0072334831057845493,
0.017070999999999999,-0.15812033344584364,2.1937082566083141,0.26798830410031782,-0.094038630730832767,-0.0051179519211697055,0.0074208479218215908,
0.017180000000000001,-0.15377108815723162,1.8050181579002031,0.2567945377353007,-0.076027548669448219,-0.0048075384917546926,0.0073399996281694468,
0.018627000000000001,-0.15333811341559311,1.4985549795580706,0.26217627630076373,-0.062227684681063558,-0.0047372797860862903,0.0074552943676512249,
0.020055,-0.16218438235458521,1.2311568518867366,0.26363764017102626,-0.050719867060462998,-0.0051938376179370138,0.0077242090088869703,
0.020967,-0.16014985913674806,1.6618696285094661,0.24811346853953284,-0.06962848302700049,-0.0051001788981052676,0.0078446656179060326,
0.021492000000000001,-0.17227731272141433,1.4020645842569137,0.25021638438981264,-0.05729537598630894,-0.0055251497294511176,0.0075420843041778367,
0.022911999999999998,-0.18127142472838464,1.1888511855823305,0.25711561716521486,-0.047953701968915158,-0.0061112568467843742,0.0075551849595254673,
0.024362999999999999,-0.18215174814921653,0.98928755746050134,0.26244873002323943,-0.038744549816674641,-0.0060145940150317379,0.0076676549296621748,
0.024902000000000001,-0.18077263326165571,1.2844396246171328,0.2546907957973874,-0.051701791659422833,-0.0059518808946326107,0.0077502003570838925,
